xQ1a,yQ1a,xQ1b,yQ1b,xQ1c,yQ1c
0.491718221481211,33.350592453470604,0.491718221481211,15.256161751986799,0.491718221481211,20.569469945734234
1.1907881640750706,26.578834613042336,1.1907881640750706,10.503085201173244,1.1907881640750706,2.5925836566492944
3.9327102322528065,14.31421010655755,3.9327102322528065,10.115259044751946,3.9327102322528065,10.105265750581088
0.24094310524527707,36.69060050811806,0.24094310524527707,23.0041669326801,0.24094310524527707,31.496759734453406
6.918572875342215,10.918346885412339,6.918572875342215,9.974780972845224,6.918572875342215,9.99229999827727
7.675180540873912,10.657707734516729,7.675180540873912,10.011344007592117,7.675180540873912,9.983239235132531
0.8725304891274233,29.476611558223944,0.8725304891274233,11.49852324562137,0.8725304891274233,7.71136720606874
8.557176841095734,10.233370622852313,8.557176841095734,9.817504145810908,8.557176841095734,9.815284011437484
8.403841370820818,10.480444819661816,8.403841370820818,10.031440739364582,8.403841370820818,10.024373299329369
8.907696748195567,10.482613524311693,8.907696748195567,10.133602228973691,8.907696748195567,10.138660987480174
1.3822702472322401,24.981744660989943,1.3822702472322401,10.189232810624077,1.3822702472322401,1.9124190081281136
3.4773684770581093,15.294145506150738,3.4773684770581093,10.0217560251589,3.4773684770581093,11.04872266346499
1.9852090963358837,21.29218897638482,1.9852090963358837,10.202694100696927,1.9852090963358837,6.777996408184699
0.08197858843363659,38.87213891876497,0.08197858843363659,32.59399598666903,0.08197858843363659,37.5695056490946
5.920407556271403,11.538617252804958,5.920407556271403,9.984366522273556,5.920407556271403,10.093264157274355
8.010551449181886,10.492100121749663,8.010551449181886,9.945522169770014,8.010551449181886,9.924415158091858
5.641848519912193,11.80171325774317,5.641848519912193,10.015187034186544,5.641848519912193,10.06833312496682
3.277260730851096,15.81204323153486,3.277260730851096,9.984979077688052,3.277260730851096,11.498113757595526
9.772642076169136,10.239007792151872,9.772642076169136,10.01253345821292,9.772642076169136,10.016020562017626
0.9940363694051435,28.350454302419653,0.9940363694051435,11.025225925019425,0.9940363694051435,5.130454409908481
9.725641606703476,10.346302220832728,9.725641606703476,10.114442657644943,9.725641606703476,10.118349487043464
1.241890127157469,26.082121691404225,1.241890127157469,10.347550221921777,1.241890127157469,2.1953404592850045
9.4189415279401,10.238500231372194,9.4189415279401,9.96821389647809,9.4189415279401,9.974459246285663
9.836615941923371,10.365127884260092,9.836615941923371,10.14578313498214,9.836615941923371,10.148697473457792
7.434447269076069,10.631359877111747,7.434447269076069,9.902319566750291,7.434447269076069,9.87742333329641
8.053175847115641,10.390594562829493,8.053175847115641,9.855542135526175,8.053175847115641,9.835863270619358
9.894764460236303,10.37683331415391,9.894764460236303,10.163774035500776,9.894764460236303,10.166174613472508
8.398907896025321,10.491864025362402,8.398907896025321,10.041751002736182,8.398907896025321,10.034514935443339
1.1716604842787648,26.685217841707882,1.1716604842787648,10.482689078671914,1.1716604842787648,2.6916454427518466
2.9112215301979427,17.001812322607414,2.9112215301979427,10.005203816807994,2.9112215301979427,11.960217653261873
1.1406795780290624,27.05629759629984,1.1406795780290624,10.649971168290314,1.1406795780290624,3.086741272874668
4.30470121031103,13.670453411309936,4.30470121031103,10.18414186632896,4.30470121031103,9.756932784074312
5.702762508836266,11.594764099896924,5.702762508836266,9.861829815120034,5.702762508836266,9.932397947008782
5.336600074808579,12.25449204821956,5.336600074808579,10.173390731417811,5.336600074808579,10.095399856687555
8.255859228330474,10.514234363533832,8.255859228330474,10.030748031127434,8.255859228330474,10.018401099774321
3.2119017051712264,15.974786038857674,3.2119017051712264,9.954220647120154,3.2119017051712264,11.603482473833722
2.7942353996916394,17.478733342941656,2.7942353996916394,10.061168124276385,2.7942353996916394,11.923476541875882
6.820050160336559,10.971144687151153,6.820050160336559,9.979933537218306,6.820050160336559,10.010821065517181
8.050245353412276,10.558505886364669,8.050245353412276,10.02266890053132,8.050245353412276,10.00288973117743
2.1100502806555133,20.377520179363586,2.1100502806555133,9.950621411364244,2.1100502806555133,7.809203767499631
2.6718821076492585,17.940726042687498,2.6718821076492585,10.05601148905595,2.6718821076492585,11.652286974609128
3.438753675415538,15.482441376057238,3.438753675415538,10.107286150352056,3.438753675415538,11.232594117091987
4.408314844038338,13.420297761834439,4.408314844038338,10.109999963485956,4.408314844038338,9.644136074840455
1.1604055879014974,26.70703485582886,1.1604055879014974,10.430226348841485,1.1604055879014974,2.717003823146009
5.475146896778691,11.969820034561545,5.475146896778691,10.028003564572812,5.475146896778691,10.018166923564168
5.892167646241559,11.36001926779574,5.892167646241559,9.783666919825878,5.892167646241559,9.889597018872758
1.9932008432576631,21.180000706158612,1.9932008432576631,10.134049844204009,1.9932008432576631,6.79369791673791
3.641283484132992,14.825575139569692,3.641283484132992,9.968008523559114,3.641283484132992,10.58016650981501
8.025607099234906,10.623530458539685,8.025607099234906,10.081051601751993,8.025607099234906,10.060441091457239
6.61425351684768,11.070934661502688,6.61425351684768,9.972297331649143,6.61425351684768,10.033778476431557
