xdata,ydata
0.0,0.023022792450004777
0.1,-0.022281551142666306
0.2,-0.017697450855805156
0.3,-0.023809814159427727
0.4,0.0022278508015253105
0.5,0.003096195962450659
0.6,-0.014816555834192658
0.7,0.0225657084115529
0.8,-0.014986830288037585
0.9,-0.0017475608722202784
1.0,0.017728103052727637
1.1,-0.013021741578810158
1.2,-0.026078511114930356
1.3,0.0006327491755941414
1.4,-0.011393916891271567
1.5,5.024357589229602
1.6,4.999710859524762
1.7,5.033074520531298
1.8,4.996836898784626
1.9,5.005377510288735
2.0,5.0139249320011325
2.1,4.9993915926617785
2.2,5.021282975022228
2.3,5.023432664672462
2.4,5.018077695968394
2.5,4.971956296008744
2.6,4.996396849580277
2.7,4.985367296470758
2.8,5.016992729589653
2.9,5.011201700741535
3.0,5.000193662324428
3.1,4.987017633510332
3.2,4.987031418803749
3.3,5.008471232537403
3.4,5.033142510624579
3.5,5.004417336266465
3.6,4.9987458090329016
3.7,5.0103297458380345
3.8,4.985192329501317
3.9,5.005791686239347
4.0,4.976274700878103
4.1,4.994891063218619
4.2,4.998138947984671
4.3,4.99005120443839
4.4,4.982169290282341
4.5,4.975439292442927
4.6,4.988688383406946
4.7,4.986514484200784
4.8,4.970208669223447
4.9,4.998601458664872
5.0,4.967590282323597
