xdata,ydata
-2.0,1.571359861136436
-1.9,1.6141930745571011
-1.8,1.5889471737928327
-1.7,1.5800228915327028
-1.6,1.6192076540576692
-1.5,1.5374737091889792
-1.4,1.5794175792938558
-1.3,1.4888728320798528
-1.2,1.4416819270806824
-1.1,1.4107052073732147
-1.0,1.3400692982980775
-0.9,1.1885956504787758
-0.8,0.9622176134240281
-0.7,0.7466400173558553
-0.6,0.4908068554788
-0.5,0.13155116383091334
-0.4,-0.19607608572363155
-0.3,-0.518195437046046
-0.2,-0.8525186334785201
-0.1,-1.1758021978793771
0.0,-1.4067149448792167
0.1,-1.551960649563961
0.2,-1.6817419232165032
0.3,-1.789571705867359
0.4,-1.889227427847393
0.5,-1.8979180570309027
0.6,-1.9339529637266673
0.7,-1.980320687503236
0.8,-1.999978333706375
0.9,-2.0046879026565163
1.0,-2.0029146911021325
1.1,-2.0224664697935335
1.2,-2.0009021838806413
1.3,-2.0098821263463984
1.4,-2.0062215700496946
1.5,-2.0026969911868977
1.6,-2.01773235429618
1.7,-1.9939410338576156
1.8,-2.0042408885450707
1.9,-1.970350181138947
2.0,-1.9884139397943843
