xdata,ydata
-3.0,-0.930784467832243
-2.9,-0.9886865797460883
-2.8,-0.9915135075673248
-2.7,-0.9941359837388196
-2.6,-0.991948211557073
-2.5,-0.9842287513905217
-2.4,-0.9845052551568004
-2.3,-0.9725462297501609
-2.2,-0.9951324423649879
-2.1,-0.9656215279301724
-2.0,-1.00618336439193
-1.9,-0.9100392696275784
-1.8,-0.9249173757783764
-1.7,-0.8695188553553014
-1.6,-0.8504631472483583
-1.5,-0.8014418727165646
-1.4,-0.7705964111698732
-1.3,-0.7293776954556039
-1.2,-0.6723822589178847
-1.1,-0.6205613634114102
-1.0,-0.5725997596214916
-0.9,-0.5285466329271683
-0.8,-0.4561002769613924
-0.7,-0.4196034150111603
-0.6,-0.39095651258242037
-0.5,-0.29370757715108314
-0.4,-0.23029487868532134
-0.3,-0.20232280046089807
-0.2,-0.17583362840614208
-0.1,-0.10843887807903389
0.0,-0.01921006102966282
0.1,0.051403461832319794
0.2,0.17803391789215645
0.3,0.17713106805400392
0.4,0.26751648078110346
0.5,0.35497302344801007
0.6,0.33438547961696297
0.7,0.4067098153918295
0.8,0.47637412369562526
0.9,0.5435217742357811
1.0,0.5971894550636658
1.1,0.5971942971673366
1.2,0.7204302458270723
1.3,0.7094777179157697
1.4,0.7590591076390674
1.5,0.8242324447714721
1.6,0.8091605407326522
1.7,0.8951549733563746
1.8,0.9109078156841991
1.9,0.9246410079019397
2.0,0.9324446705173398
2.1,0.9757076243417602
2.2,0.9813157470497229
2.3,0.9669212574103637
2.4,1.0090839953871409
2.5,1.0140078051075145
2.6,0.9760751740754378
2.7,1.0157994419565866
2.8,0.9758065553901472
2.9,0.9700974727896552
3.0,0.9642520230919401
