xdata,ydata
0.0,6.193274031415785e-6
0.05,-0.003739378905905285
0.1,-0.007306349221306566
0.15,-0.010399180465463597
0.2,-0.013098308162873173
0.25,-0.01578551634224239
0.3,-0.01762495953731014
0.35,-0.019144283606991372
0.4,-0.020655809722303967
0.45,-0.021258175295570867
0.5,-0.02127868824173675
0.55,-0.021134568795863375
0.6,-0.02035003021705797
0.65,-0.019230083080761153
0.7,-0.017536481088091162
0.75,-0.015780287203041334
0.8,-0.013109685125591448
0.85,-0.010249205411925406
0.9,-0.007305186584581027
0.95,-0.0037204446087818945
1.0,-3.915200830436959e-5
