xdata,ydata
0.0,-0.028176257623529027
0.1,0.0404465063099484
0.2,-0.048620344248578695
0.3,-0.03515403398200191
0.4,0.024720597399431502
0.5,0.03795805301525662
0.6,-0.028537518998121597
0.7,0.021438798205434782
0.8,0.024642348310925186
0.9,-0.026060070787640437
1.0,0.011341522836783316
1.1,-0.015602355196097505
1.2,0.006381396012118451
1.3,0.006220788710208799
1.4,0.0032649100495172603
1.5,4.968690203430008
1.6,5.018352324299564
1.7,4.978073887723291
1.8,5.014403876385269
1.9,4.995831502901582
2.0,5.019245326633403
2.1,5.000095742721597
2.2,5.023548397839136
2.3,4.9789892996141445
2.4,5.011573492681924
2.5,5.005333230740236
2.6,5.0032745362233815
2.7,4.963361333805455
2.8,4.99779225912131
2.9,5.009208958070462
3.0,5.014045976123529
3.1,5.02178314296786
3.2,5.025467621546032
3.3,5.02698368719313
3.4,4.9892978198521485
3.5,4.9979061816774175
3.6,4.989387022754218
3.7,5.021063460356765
3.8,4.989120174141772
3.9,5.005346900409717
4.0,4.97501095807297
4.1,-0.008828320206491125
4.2,0.020034039425679318
4.3,-0.017929530774806152
4.4,0.021594231611587286
4.5,-0.017640368649101963
4.6,0.006407731303440478
4.7,0.015718437017753103
4.8,-0.0001475447344856691
4.9,0.02787151759178912
5.0,-0.007291431613057329
